Latitude,Longitude,Crime_Severity,Resolved,Suspect_Arrested,Hour,DayOfWeek
18.91948680612843,72.80152460218181,4,No,No,16,6
19.188461651680335,72.80213505181548,4,Yes,Yes,13,1
19.033965451461878,72.855972444138,3,Yes,Yes,14,0
19.177982386571355,72.83227727180677,9,Yes,Yes,19,2
19.221447411117378,72.98376534024676,6,No,Yes,4,3
19.051207351568777,72.87782770291167,5,Yes,Yes,5,4
19.216901458261315,72.97834116629265,4,Yes,Yes,16,1
19.02877902254532,72.85216106838062,5,Yes,No,16,1
19.029574843737176,72.85353801121616,2,Yes,No,19,4
19.03823713793912,72.88738797726566,7,Yes,Yes,18,3
19.010025852695925,72.8252943851696,3,Yes,No,11,0
19.136909078473437,72.85473489505888,7,No,Yes,6,5
19.17560967446403,72.84762463270876,2,Yes,Yes,20,5
19.036133674414213,72.88248885175267,1,Yes,No,16,0
19.049791080593163,72.88871984193548,9,Yes,Yes,6,0
19.010643734167353,72.83643170649655,6,No,No,1,4
19.077675835904927,72.87245433588724,5,No,No,16,3
19.217538520161106,72.98029533023933,7,Yes,No,4,6
19.216587870700632,72.97184602076936,4,No,Yes,19,2
19.08025090399657,72.89556179413033,6,No,Yes,8,6
19.05991138928965,72.89977285911415,6,Yes,Yes,19,5
19.172188558385677,72.83325455109845,5,Yes,Yes,14,2
19.210681575051897,72.98603552765064,6,Yes,No,8,6
19.141845816450722,72.83916724642584,1,Yes,Yes,19,4
19.216996299452966,72.96996257196108,6,No,No,14,5
19.134702110190034,72.85281914679848,7,No,Yes,1,3
18.932072486847005,72.81035603101094,6,No,No,4,5
19.127215870491707,72.85594380541185,4,Yes,No,3,1
19.07069116650017,72.89840823259989,6,No,No,0,5
19.191750616644875,72.95419137324909,3,Yes,No,0,1
19.080792371636313,72.88594085981221,7,No,No,9,5
19.02039712880647,72.8162977691605,1,No,Yes,19,0
19.018961670744904,72.85513509939233,1,No,Yes,5,2
19.135748422628122,72.84622683488757,6,No,Yes,14,3
19.176577602967097,72.82125685737921,5,Yes,Yes,11,3
19.025148829999342,72.85810434805717,1,No,Yes,19,0
19.196712034833396,72.98939075343635,3,Yes,Yes,6,0
18.930211443278477,72.83109822514832,6,No,No,2,4
19.039077083273433,72.88433568975927,6,No,Yes,0,4
19.010309844729953,72.83475847869884,5,No,No,0,3
19.120603474996432,72.8542888097079,7,Yes,Yes,3,0
19.08106218362203,72.87000288602566,3,Yes,Yes,14,6
19.19548711408767,72.97537948795694,3,Yes,No,16,6
19.20280540519032,72.98076221322036,7,No,Yes,7,3
18.900683907251423,72.81885439136255,2,No,No,13,3
19.043743194375818,72.88311678841849,6,No,Yes,3,0
19.06873582815533,72.86294499033212,2,Yes,Yes,12,5
19.145955716253216,72.85116859614509,3,No,No,7,1
19.20125702925056,72.82990579095751,2,Yes,Yes,10,6
19.06898645913195,72.89014639775512,6,Yes,No,6,0
19.18597626406322,72.83188239966155,5,Yes,No,17,4
19.049251608278283,72.87937267259026,6,Yes,Yes,2,3
19.052679835531283,72.8813165074093,5,No,Yes,10,0
19.139890313517103,72.8765388076731,4,Yes,Yes,19,3
19.122937648731764,72.85820486820919,5,Yes,Yes,14,5
19.207871353884997,72.96734212667813,6,No,No,8,5
19.18940867280877,72.83427406682854,5,No,Yes,20,2
18.92228369947447,72.8133585192922,6,No,No,2,6
19.07489619296877,72.90050535064316,2,No,No,16,0
19.178978791853602,72.82864919608176,9,Yes,Yes,21,4
19.139880193857604,72.8485467226211,7,Yes,Yes,17,4
19.130355441078205,72.8644171920164,5,Yes,No,2,4
19.027708893734804,72.87354143612667,1,Yes,Yes,8,0
18.919727884472547,72.82330784415636,4,No,No,12,3
19.015197125011902,72.86339936878178,3,Yes,Yes,23,3
19.17221843702516,72.84578140243849,2,Yes,No,18,3
19.12520617071196,72.82998239436974,1,Yes,Yes,18,2
19.1387210966025,72.85339032651497,4,Yes,No,21,5
18.929849512204797,72.80165215620217,1,Yes,No,6,4
19.00753673225247,72.82318099373285,2,No,Yes,2,6
19.131654475526357,72.8550181344148,6,No,No,11,2
18.9328526394487,72.8270377923638,6,No,No,2,3
18.913323734833593,72.81197120837588,5,Yes,No,9,3
19.169480685330836,72.82742418353638,7,Yes,Yes,10,6
18.912935098803597,72.82787146233602,4,No,No,5,4
18.925874453797586,72.81805639931899,9,Yes,No,17,6
18.93765153147133,72.82535420275,7,Yes,No,17,0
18.923709451502614,72.81333928587341,4,Yes,No,1,3
19.050178677632786,72.88639175628873,9,No,Yes,22,0
19.18294407656927,72.823126768103,5,Yes,Yes,9,6
19.12178403600061,72.8587591937449,5,Yes,No,4,3
19.118050753996926,72.85601252711952,7,No,Yes,4,2
18.93950189426113,72.81393826239173,1,No,Yes,10,3
19.050918415100558,72.8775668356347,4,Yes,No,3,6
19.089939268990133,72.91570188765846,3,No,No,3,3
19.14381004297138,72.84161186216816,1,Yes,No,2,1
19.06312951064508,72.88532397300794,4,Yes,Yes,20,3
19.010739049206588,72.82922167165303,6,Yes,Yes,18,0
18.94010841673833,72.81248144875947,2,No,Yes,6,5
19.138190808489917,72.8477374310981,6,Yes,Yes,6,3
19.118659280136093,72.85017255702783,4,Yes,Yes,4,3
19.17776551000968,72.82227059967452,5,Yes,Yes,13,3
19.1826567330136,72.83807422990363,4,Yes,Yes,4,0
19.137708983012168,72.87377799690161,2,No,Yes,16,2
19.055641347067787,72.90125735060558,7,Yes,Yes,14,4
18.93045359119803,72.80362686738741,1,No,No,17,1
19.19921833205969,72.85353304929781,4,Yes,Yes,8,4
19.19806532613264,72.96840618381049,3,No,No,5,5
19.04827616215846,72.87583117531713,6,Yes,Yes,6,6
19.0527204014245,72.84775378746461,2,Yes,Yes,6,2
19.208710147235085,72.98106456236009,10,Yes,Yes,5,0
19.05720639841963,72.89181580046082,2,No,Yes,1,3
19.01120305258326,72.83482366051133,6,No,Yes,15,6
19.209294810706062,72.98263786491538,9,No,No,13,3
19.230456140683344,72.98779216013975,1,Yes,No,13,6
19.037990411038766,72.89411817125689,6,Yes,Yes,13,3
19.19153040052721,72.96391870696593,2,Yes,Yes,2,5
19.23562410196941,73.00194803512674,3,Yes,Yes,13,6
19.059194165481323,72.88531509832896,3,Yes,No,5,2
19.160495282351988,72.84005015212249,1,Yes,Yes,7,5
19.014711615291954,72.85937619703456,2,No,Yes,9,2
19.153268177064334,72.85353936419823,1,Yes,Yes,23,2
19.182888777036542,72.85016411929864,2,Yes,Yes,20,6
19.028811423694336,72.83241033039269,7,Yes,Yes,17,4
18.93708993440413,72.83308098880728,2,No,Yes,16,2
18.931418545526135,72.82366042587061,6,No,Yes,15,5
19.05168743672989,72.86580595019686,1,No,Yes,8,1
19.141250147063754,72.84000215808643,3,No,Yes,8,0
19.151877819953917,72.87077731215643,1,No,Yes,9,2
19.197354497722703,72.84712198975393,1,Yes,Yes,14,1
19.143415256932347,72.85027147701582,4,Yes,No,2,6
19.06351743493838,72.90114515169519,3,Yes,Yes,23,4
18.909258402593945,72.82653735091266,2,No,Yes,23,0
19.014919306209016,72.85197346083308,6,Yes,No,20,5
19.094188880224937,72.89180792115432,4,No,No,15,5
19.20558393271556,72.98744173397982,7,Yes,Yes,5,2
19.051100905260093,72.88559388787787,9,Yes,Yes,22,1
18.908450302123697,72.8187719458276,1,No,No,16,3
18.90991395198887,72.81567771029785,2,No,Yes,7,6
19.069529534235464,72.87702332339896,7,Yes,No,18,0
19.185522124827504,72.84616245030175,2,Yes,Yes,13,3
18.91589497011653,72.82625974321358,4,No,No,18,6
19.15476859159874,72.80628419840443,4,Yes,Yes,1,0
18.941653302326802,72.81137331686915,2,No,No,10,2
19.06115053930762,72.90156489856967,2,Yes,No,1,2
19.081016065436668,72.89494819051538,7,No,Yes,8,0
19.214464016819015,72.95969239387766,3,No,Yes,19,6
19.030169592190774,72.87618832475049,3,Yes,Yes,15,1
19.082355569998487,72.89358015183056,5,No,No,1,6
19.025569932945608,72.82009442661023,3,Yes,No,15,6
19.167396593879758,72.82334961491686,5,Yes,Yes,15,5
19.01383121745076,72.85632992447992,4,No,Yes,18,0
19.004241648502017,72.83748621120873,2,Yes,Yes,4,6
19.048517634620815,72.88220398597068,4,Yes,Yes,3,3
19.02503574696724,72.83143549846093,5,No,No,17,5
19.056281484607293,72.87302061140622,1,No,No,13,1
19.0562814802041,72.89237717592613,5,Yes,Yes,5,3
19.22326088232286,72.99071738885714,2,No,Yes,19,1
18.914647538840434,72.81785279685243,6,No,Yes,13,2
19.066556734846813,72.88596878612232,6,Yes,Yes,2,0
19.212073335939433,72.98356947503365,10,No,Yes,4,2
19.11141123877571,72.84425409465902,2,No,No,4,4
19.046815364625086,72.913554782169,2,Yes,No,16,5
19.120472637946428,72.871956931526,2,Yes,No,10,1
19.198579414407305,72.97388057878587,6,Yes,Yes,0,5
19.079178716890834,72.88978288067267,5,Yes,No,8,3
18.91446633797234,72.82896277616983,6,No,Yes,20,1
19.21517552559764,72.9946883770493,2,Yes,No,15,1
19.014531775824747,72.83767800339011,7,No,Yes,8,0
19.225434514422908,72.98838348331125,1,Yes,Yes,20,1
19.060437049724552,72.87696127047052,3,Yes,No,15,1
19.21438362325285,72.98984228600146,6,No,Yes,14,5
19.04864195068519,72.84710788583233,1,Yes,Yes,22,6
19.05956514785698,72.86813103881344,3,Yes,Yes,5,4
19.173490168239393,72.8155862837122,3,Yes,No,1,5
19.13897256525406,72.85776120773868,6,Yes,Yes,6,1
19.183642651528004,72.83694814404492,6,Yes,Yes,11,2
19.013493062613644,72.85561530600106,2,Yes,No,20,1
18.939393405640978,72.82843872946917,3,No,Yes,11,1
19.00033772985161,72.86036979215652,2,No,Yes,20,6
19.066993779294226,72.8883557055207,1,Yes,Yes,9,0
18.929878007659866,72.80958998583316,6,No,No,14,1
18.92554224934334,72.81055098620728,4,No,Yes,6,4
18.93770430630546,72.8236884800593,7,No,Yes,12,6
19.135136639086962,72.83874046390055,6,Yes,No,12,6
19.037688694516692,72.84059277538697,2,Yes,No,23,5
19.090671945495945,72.86498324438476,3,No,No,12,1
19.00426229805963,72.83362604909001,2,Yes,No,4,6
18.933053699279956,72.80599731295732,1,No,No,4,4
19.058411898143483,72.88500265348864,6,Yes,Yes,19,3
19.139979287919758,72.85850984901046,5,Yes,Yes,19,1
19.14896473657609,72.8417021546326,1,Yes,Yes,5,5
18.936331523536563,72.81279955416672,6,No,Yes,2,2
18.99566553024911,72.82395564198637,3,Yes,Yes,0,1
19.11998796646448,72.84343069683642,5,Yes,Yes,13,1
19.09411443659284,72.86601735784505,1,No,No,5,3
19.17610719794629,72.82953667040627,9,Yes,Yes,22,0
19.116328301015287,72.85843039136857,1,No,Yes,20,0
19.073538493926808,72.87623792554947,5,No,No,8,1
19.131191263634523,72.85026495142016,10,No,Yes,0,1
19.189867904939213,72.83398332864415,7,Yes,No,18,3
19.071217504649372,72.88128935535804,7,No,Yes,17,6
19.126975905135293,72.84240286506083,6,Yes,Yes,4,6
19.061857516615255,72.88464268049536,7,Yes,No,0,2
19.12283370847368,72.84124638602052,5,No,Yes,12,0
18.92341525656722,72.83285167343325,7,No,Yes,8,5
19.01000587278577,72.84413549919674,7,No,No,20,3
19.07626748977502,72.91230909923819,2,No,No,5,5
19.08925708199737,72.89009945099096,3,No,No,16,1
19.165696100136678,72.83356311062913,7,Yes,Yes,14,1
19.205476464909125,73.00426373153267,1,No,No,0,5
19.059525693973026,72.86996058319357,1,No,No,18,5
19.144651672246788,72.8627221772626,2,Yes,Yes,10,4
19.10455078163362,72.84413914582612,3,Yes,No,4,6
19.192576728655414,72.84076055084067,2,Yes,Yes,3,6
19.14459731960438,72.83101981927427,2,Yes,Yes,21,6
19.10903808269916,72.85128336658234,3,No,No,10,5
19.211140108580846,73.00346938188093,2,No,No,1,6
19.160826791127473,72.83562697242849,3,Yes,Yes,13,4
18.93641024469416,72.8164708724828,7,Yes,No,2,6
19.08674252034686,72.89154825035651,5,No,No,6,2
19.020556204480016,72.83665787844514,9,No,No,15,1
18.925026589446414,72.80493484059168,3,Yes,No,0,4
19.090279131515686,72.87353717683999,2,No,Yes,3,1
19.05745428207198,72.89297718470503,6,Yes,Yes,14,0
19.037939268928305,72.8834990052202,7,Yes,Yes,21,6
19.099475167896387,72.89351668075732,1,No,No,8,3
19.20604061450578,72.98050692412475,9,Yes,No,20,1
19.186737205899394,72.8200762527961,5,Yes,Yes,20,6
19.058183527674156,72.89414479591501,4,Yes,Yes,1,3
19.17764914673511,72.82534491751646,7,Yes,No,23,0
19.176459211621506,72.82945419694256,10,Yes,Yes,21,1
18.926281641898395,72.82703721719729,4,Yes,No,2,2
19.093967590256096,72.89658424157886,2,No,Yes,11,4
19.171979769124274,72.83747602924787,7,Yes,No,12,6
19.1287214343624,72.86312616631166,6,Yes,Yes,0,5
19.07306457685687,72.87457565629526,6,No,Yes,7,4
19.035918329624835,72.89300521085136,7,Yes,Yes,3,0
18.997302718217366,72.83893836758845,3,Yes,No,1,1
19.174464029406327,72.82471526284833,5,Yes,Yes,16,3
19.02615443882417,72.84387295077445,5,No,Yes,19,4
18.927679511969835,72.80935568081212,4,No,No,21,3
19.063075766693917,72.87186642965817,2,Yes,No,18,0
19.202104139886547,72.96546151701133,1,Yes,Yes,9,5
19.116081726297438,72.86519939346154,3,No,No,3,6
18.92903106604099,72.8237885017052,6,Yes,No,13,6
19.004951826632595,72.84276931754393,1,Yes,Yes,19,4
18.925190812746035,72.82774472878593,7,No,Yes,16,6
19.216915240893794,72.98806252821676,5,Yes,Yes,20,6
19.11640482919101,72.84608383560298,6,No,Yes,16,0
19.033603733608405,72.8840640689081,2,Yes,Yes,23,0
19.061496843323813,72.90492401616324,2,No,No,21,0
19.11567907445306,72.83743416130878,1,No,No,20,1
19.194660768463564,72.80420536519495,1,Yes,Yes,2,6
19.23018500377963,72.9749592743594,2,Yes,Yes,2,0
19.092268363797068,72.87787398906917,3,No,Yes,9,2
19.199407062378086,73.0018362736602,2,Yes,No,14,0
19.05033255297556,72.8995094707475,4,No,Yes,1,1
19.13909823544514,72.83348208928147,4,Yes,No,15,2
19.178465286322254,72.82726178836721,8,Yes,Yes,17,1
19.125596002314587,72.84160737775193,7,No,Yes,14,4
19.16990938236171,72.83358067228795,4,No,Yes,0,6
19.05755763133308,72.88426706140129,6,Yes,Yes,15,2
19.06125577897815,72.89461206335262,2,Yes,No,15,3
19.201261114255793,72.95429086164884,1,Yes,No,18,6
19.171415859738197,72.85657794931639,1,Yes,Yes,17,6
19.079463900982685,72.88086239246329,4,No,No,16,5
19.0632642622613,72.90742691099511,3,Yes,No,8,2
19.13679191308095,72.83644709447141,3,Yes,No,18,6
19.21710565173291,72.98904607907106,7,Yes,No,9,6
19.072412624731516,72.87756231477552,5,Yes,Yes,16,2
19.126584695353944,72.85328915264267,9,Yes,Yes,14,2
18.91932527135822,72.83572075749184,2,No,No,18,4
19.18553867599676,72.81748355263161,4,Yes,Yes,14,5
19.02792613936504,72.83215685024926,5,No,Yes,18,6
19.212233832273885,72.9726140342159,5,No,Yes,11,3
19.040759578286888,72.90319305022125,2,Yes,Yes,16,2
19.2110315525435,72.99658877303996,2,Yes,No,13,6
19.07433281455999,72.87562336286543,6,No,No,10,2
19.08527601669191,72.862230722277,3,Yes,No,12,2
19.004020487589237,72.8330755225912,2,No,Yes,7,3
19.073102295829695,72.89350097160347,3,Yes,Yes,23,6
19.181231037821384,72.83566558096697,7,No,Yes,1,1
19.114994286964617,72.84523989940261,2,Yes,Yes,20,2
19.1701007232246,72.83925172474822,4,Yes,Yes,0,2
19.109355911931807,72.84542154299895,1,No,Yes,23,6
19.212204114187752,73.00114347165879,2,No,No,3,1
19.082534146805997,72.89179325813129,7,No,No,13,0
19.041985546718898,72.88094016258792,7,Yes,Yes,19,2
19.092907781970673,72.87285020464999,1,No,No,12,2
19.21659070936553,72.98810722417376,6,Yes,No,23,3
19.050342193498405,72.89455221193104,9,Yes,Yes,16,3
19.070299804182223,72.88270960502008,5,No,Yes,2,6
19.200631278022623,72.84679314719882,4,Yes,Yes,23,5
19.007115319505967,72.85921626775406,3,Yes,No,14,1
19.183354431196626,72.8291822896457,9,No,Yes,14,1
19.045706969696806,72.88667755266358,6,Yes,Yes,18,5
19.066876508923613,72.87988800803997,6,No,Yes,11,4
19.18274378852687,72.84166128672148,6,No,Yes,17,6
19.052379448774648,72.8715017659296,1,Yes,Yes,0,1
18.909821004014063,72.8166467810535,1,Yes,No,22,0
19.04655619076831,72.89554328227614,5,Yes,Yes,14,1
19.007645241864964,72.83893873636893,4,No,No,8,6
18.92898474199052,72.82182549783415,9,Yes,No,16,5
19.128481175963348,72.85390059934157,9,No,Yes,8,1
19.06079434038379,72.90321880271988,1,No,No,12,6
19.012235309017143,72.85477033763928,4,Yes,Yes,1,5
19.13894260708402,72.84529598662571,4,Yes,No,11,6
19.11877493789842,72.8571698800994,5,Yes,Yes,21,2
19.19096795260883,72.82557916674774,6,Yes,No,23,1
19.222655156508836,72.9723855154131,6,Yes,Yes,23,4
19.22419920876262,72.97789242171685,5,Yes,Yes,15,0
19.199889942637117,72.82829915573704,1,Yes,Yes,19,1
19.05410335640265,72.88271212485722,4,No,Yes,2,0
19.11820346828699,72.8469015050964,6,No,No,5,0
19.21724462807771,72.96951866389809,4,No,No,8,6
19.04387461212152,72.88695830818556,5,No,Yes,17,5
19.174340766664468,72.82239710113646,7,Yes,Yes,19,4
18.924209654717796,72.80997272396962,6,No,Yes,20,6
19.137796423234754,72.85482399680444,7,No,No,1,6
19.20638682646606,73.00215832033446,3,Yes,Yes,10,5
19.192095544841113,72.8314135836481,7,Yes,Yes,5,0
19.200161640069403,72.99788039138566,3,Yes,Yes,0,5
19.233528683832176,72.96089121335604,2,Yes,Yes,15,4
19.086427224731263,72.87581727580677,4,Yes,No,20,6
19.034147351681735,72.83422477166978,3,No,No,14,2
19.04968296957504,72.86307482532439,3,Yes,Yes,4,1
19.134497803410436,72.85220444772835,4,Yes,Yes,5,6
19.056257523200937,72.89115494763932,6,Yes,Yes,23,6
19.011145277759745,72.8291677784543,6,No,Yes,18,5
19.221601704275866,72.96423521434447,1,Yes,Yes,5,5
19.059225615588034,72.92440891701014,1,Yes,No,10,3
19.220650749543587,72.97056668370273,7,Yes,No,18,2
19.17230571039924,72.8302697441642,6,Yes,Yes,21,6
19.066939248406612,72.89203092610602,6,Yes,Yes,6,4
19.191457094296954,72.83136849320182,6,Yes,Yes,11,5
19.088951960698463,72.91617864826632,1,No,Yes,19,0
19.04199263796591,72.88682566000354,4,Yes,Yes,21,6
18.925097148577738,72.82420320710995,10,Yes,Yes,19,3
19.201452759641082,72.9749515763726,6,Yes,Yes,18,5
18.92193635114831,72.82388722256586,8,Yes,No,12,0
18.94384478331584,72.8222478547778,1,No,No,1,0
18.91032635129358,72.82821206270441,2,Yes,No,21,2
19.01155023343862,72.82442271737084,3,Yes,Yes,13,1
19.215831427311997,72.97603342752554,6,No,No,5,6
19.21223481105695,72.96504113346282,2,No,No,8,2
19.197755459461835,72.80330463948627,3,Yes,Yes,8,5
19.031406621030374,72.89047155083256,3,Yes,No,19,2
19.131449471128953,72.85598995726322,4,Yes,Yes,20,2
18.93341171078466,72.81475257899382,7,No,Yes,17,6
19.026435267461853,72.85034816618136,4,Yes,Yes,0,5
19.0643136362024,72.88732498754706,4,No,Yes,3,2
19.18549160281714,72.82523586657543,6,Yes,Yes,23,1
19.08909860333519,72.87204100924285,3,No,No,12,5
19.204479862585345,72.8342988168439,2,No,Yes,16,5
19.184967514053618,72.84881998480377,1,Yes,Yes,21,3
19.18760737888475,72.82635188992543,4,No,Yes,15,5
19.03272738455831,72.84498913926662,6,No,No,15,1
19.010309707111233,72.86332375481557,1,Yes,No,3,3
19.077548884056906,72.87358921753723,4,No,Yes,6,5
18.944856441213656,72.8072974200007,2,No,Yes,13,3
19.116501646932978,72.85461564242152,7,Yes,Yes,20,2
19.072693908117316,72.89125628420688,2,Yes,Yes,6,2
19.12105596480697,72.85396124143965,6,Yes,No,6,2
19.02442297218607,72.81357666019888,4,No,Yes,8,4
19.12662570447825,72.83893895296339,6,Yes,No,7,2
19.033113823883834,72.83778720239499,5,Yes,Yes,6,3
19.195942024917958,72.84288818308649,3,Yes,Yes,10,3
19.040306373110578,72.85612438563832,1,Yes,Yes,19,3
19.126739561901665,72.86479328001721,4,No,Yes,22,5
19.226171020932124,72.98766932792346,2,Yes,Yes,9,1
19.04695926821586,72.90266291095665,5,Yes,Yes,13,2
19.207216606082277,72.98331163786045,9,Yes,No,19,5
19.185956080444004,72.84492934709662,1,Yes,Yes,0,0
18.9355066198477,72.81329909375174,7,No,No,20,0
19.12492768377522,72.87409560074036,1,No,Yes,4,0
19.015644832481136,72.84154059144137,10,Yes,No,6,6
19.18493541312152,72.82865130511159,6,Yes,Yes,1,0
19.063184556046522,72.88735147790757,4,Yes,Yes,5,5
19.055330234270752,72.88617011191894,3,No,No,22,4
18.987742760868365,72.8499073582449,3,No,Yes,15,1
19.009833532486606,72.83711791154225,5,Yes,Yes,14,4
19.222688755670514,72.96477567870119,3,Yes,No,18,5
19.136856239513403,72.84860850483672,6,Yes,No,3,6
19.189790108999198,72.99711331309786,3,Yes,Yes,10,0
19.008541410257944,72.84983852777924,2,No,Yes,4,0
18.99239874741033,72.82560424477167,2,No,Yes,22,5
19.177450342120327,72.84682789768911,2,Yes,Yes,10,1
19.141229832165138,72.86254228525588,2,Yes,No,9,0
19.222136693059003,72.96837451139902,1,No,Yes,5,6
19.019348994215832,72.86436595426667,2,Yes,Yes,7,0
18.931512973990763,72.81493634239494,6,Yes,No,1,3
19.080970587222684,72.896050043335,7,Yes,No,23,3
19.012414763781177,72.84293189337251,6,No,Yes,2,5
19.007115417353408,72.83416913616405,6,No,Yes,8,0
18.896620031859683,72.81390006536809,1,Yes,No,20,0
19.030846177982355,72.85813447585103,1,Yes,Yes,4,1
18.933326641192835,72.81155997584081,7,No,Yes,21,5
19.232906645737327,72.98950882530595,3,No,No,20,4
19.120760290295536,72.83284227518577,4,No,Yes,11,2
19.06723321596107,72.89273516232471,5,No,Yes,15,6
19.068790495136412,72.90004817310418,1,Yes,Yes,15,2
19.135232956171595,72.84484621561155,6,Yes,Yes,16,2
19.1405849725347,72.83667300693013,3,Yes,Yes,14,6
19.158920200123045,72.82366637277327,3,Yes,Yes,21,1
19.213509567651666,72.9859169054023,5,Yes,No,9,4
19.090370578694767,72.86410454299762,2,Yes,Yes,6,0
19.108069517720352,72.84155224889534,2,Yes,Yes,16,4
18.948409797286025,72.82203367476362,3,No,Yes,14,1
19.217855340871665,72.98213902096415,7,Yes,No,17,2
19.227752775345298,72.97630922641069,1,Yes,Yes,21,0
19.05065195781434,72.85985429447499,1,Yes,No,11,1
19.048659273870616,72.88644530558977,9,Yes,Yes,15,2
19.220390634499307,72.99018132040605,6,No,No,10,0
19.050324796731324,72.90654077054946,2,Yes,Yes,17,1
18.923806909807702,72.80190187637564,3,No,No,9,3
19.13359288924829,72.86352202684998,6,No,Yes,15,0
19.17831084184903,72.86150958512886,2,Yes,Yes,17,4
19.083495428097727,72.88129496617267,7,No,No,17,1
18.908554244982646,72.83851175332688,3,Yes,Yes,21,2
19.070776603249726,72.85522583898444,2,Yes,Yes,14,3
19.03775211530257,72.84008601682744,3,Yes,No,18,5
19.210798707369257,72.82714943386516,1,Yes,Yes,7,0
18.909721655010994,72.82566871679448,1,No,Yes,23,6
19.118558292426982,72.83734449837667,1,No,Yes,6,2
19.211109884828982,72.95996676972015,2,Yes,No,2,3
19.132300875628015,72.84199814934364,7,Yes,Yes,3,3
18.91725302283623,72.82816881825035,7,No,No,15,2
19.048152211409626,72.8831997078971,5,Yes,Yes,14,1
19.06563506078632,72.86290641304325,1,No,Yes,17,2
19.10540913978443,72.85894127822755,3,No,No,15,1
18.997889823865865,72.85065761456666,1,Yes,No,11,1
19.063846097552307,72.88471603318447,7,Yes,No,20,0
19.038245437982187,72.87599273221305,1,Yes,Yes,7,3
19.003191125222024,72.84126477545367,3,Yes,Yes,9,6
19.020854883117014,72.84427337499194,9,Yes,No,17,4
19.031867397804014,72.87019251794084,2,Yes,No,11,4
19.054286786067323,72.86701967389186,1,Yes,No,2,3
18.929566799467366,72.83291585380279,5,No,No,13,3
19.06416180351725,72.88932115012575,5,No,No,20,6
19.19120710951527,72.82029694904345,5,Yes,Yes,15,5
19.06949343154264,72.87812009480805,5,Yes,No,16,2
19.19927425746671,72.95635991570767,3,Yes,No,9,2
19.019108052318984,72.83993610073128,10,Yes,Yes,13,0
19.09026539760391,72.89145268513839,4,Yes,No,17,2
19.16420129104322,72.84226192639375,2,Yes,Yes,9,3
19.05033558881865,72.87792811498677,6,Yes,Yes,6,1
19.044074343400307,72.87927053391266,5,Yes,Yes,15,5
19.187241387864454,72.82485680284107,7,Yes,Yes,20,0
19.04106225482802,72.89256927737816,5,Yes,Yes,18,1
19.072482919933297,72.90529164892561,2,Yes,Yes,1,0
19.069206039501648,72.90477228484555,1,Yes,Yes,13,3
19.20255478558701,72.97936303330091,6,No,No,18,5
19.172903456959595,72.83092823941077,5,Yes,Yes,11,5
18.92153874942321,72.83104286628458,6,Yes,Yes,16,0
18.988436091016265,72.83709250506995,2,Yes,No,19,5
19.10854452472977,72.85081496992143,2,Yes,No,13,0
19.037933549789027,72.89191460486856,6,Yes,No,12,0
19.17517816686994,72.8267928244027,5,Yes,Yes,18,6
19.19703360117059,72.97762548045448,4,Yes,Yes,3,3
19.153149409188764,72.8419239776397,1,No,Yes,21,1
19.069459511082552,72.90042918418071,4,No,No,21,4
19.127852515978418,72.84151759289642,5,Yes,Yes,2,0
19.14532496580753,72.8539995420082,3,Yes,Yes,9,1
19.15855086399048,72.83625056637267,4,Yes,Yes,15,2
19.190654914177458,72.83827612427798,4,Yes,Yes,2,1
19.091828560264084,72.87365977448381,1,No,Yes,19,0
19.003447311191284,72.82800671101049,1,Yes,No,0,0
19.023745541694993,72.83517948340784,4,Yes,No,7,5
19.12254490165674,72.84142006460777,5,Yes,Yes,20,6
19.180586762133224,72.81705549304999,6,Yes,Yes,2,0
19.07527699198981,72.85537552666551,2,No,No,6,2
19.189930833778547,72.84493843509054,3,Yes,Yes,20,5
19.200049281582444,72.98210451966114,4,Yes,No,7,5
19.15910015821382,72.83112247027583,3,Yes,Yes,9,5
19.017085537122465,72.84137459669381,8,Yes,Yes,4,2
19.04893240704453,72.88625840017602,9,Yes,Yes,18,2
19.05786503912175,72.87357148721053,1,Yes,Yes,22,6
18.93439904370008,72.8062986940234,3,No,No,22,3
19.17380491993074,72.84072533334086,5,No,Yes,4,5
19.19062095300488,72.96043907533154,2,Yes,Yes,2,0
19.195595300384724,72.9830354532619,6,Yes,Yes,22,1
19.06745268077408,72.87320733542512,3,No,No,1,2
19.2209296324806,72.97471394752499,7,Yes,No,10,0
19.212770495339694,72.98319272944074,9,Yes,No,19,3
19.028358000161365,72.86368742084666,3,Yes,Yes,13,3
19.20868401286351,72.94606708279179,1,Yes,Yes,2,0
18.948727989271895,72.8143789250463,1,Yes,Yes,3,6
19.072746637258067,72.85822407078201,1,No,Yes,0,1
19.0118904927655,72.82592136449803,2,Yes,Yes,20,2
18.943510801265216,72.83037200891452,1,No,Yes,22,2
19.114026104525887,72.84588743758256,3,Yes,No,15,3
19.084586857590043,72.87710549921566,7,No,Yes,15,3
18.93434389570504,72.81692782282683,5,No,No,12,1
19.033554660703345,72.86762367080566,2,Yes,Yes,13,6
19.130138177516702,72.84494970469049,5,Yes,Yes,9,6
18.935893889547177,72.80728037955792,1,No,No,4,4
19.21278540258452,72.9742044941069,5,No,No,17,6
18.95065794246475,72.81319917568584,2,Yes,Yes,11,3
19.126364333749677,72.84880340920759,9,Yes,Yes,22,4
